14516	0
13593	0
13496	2
14361	1
14950	0
15616	1
14090	0
15362	0
14678	10
14815	0
13711	0
14756	0
15270	0
15135	0
14818	0
15599	0
15514	0
15108	1
14289	0
14469	3
14814	1
15217	2
13773	1
15327	0
15398	1
14376	0
14071	0
14693	2
14700	0
15268	3
15545	2
14789	0
15280	8
14008	1
14932	0
14436	1
14733	0
14862	0
14386	2
15342	1
14062	0
14564	0
15623	0
15100	0
14754	1
13584	0
14327	0
14991	1
13949	1
13663	1
14309	0
14161	0
14888	2
14769	0
15584	8
14601	0
14233	0
15304	1
14860	0
15423	0
15427	0
14841	2
15331	2
15334	0
14188	0
14887	0
14771	3
14235	0
13560	0
15161	0
15267	1
14831	0
15625	1
14472	2
14587	0
15368	0
14770	0
13467	0
13816	1
14905	0
14827	1
14384	1
14355	0
14190	1
15187	3
14893	0
13570	7
15262	1
14213	1
15456	0
14475	0
13815	1
13887	0
13617	0
13942	1
14342	0
14698	0
14301	0
15540	2
13893	0
14567	0
14856	0
15052	10
15355	1
14548	0
15309	1
15147	1
14667	0
15246	0
14040	0
14293	1
14448	9
14621	0
13836	0
13929	8
15201	0
14666	0
13775	1
13764	0
14643	0
15298	0
14402	0
13515	0
15049	10
14944	0
14395	0
14126	1
14517	1
14534	10
14264	0
15208	0
14356	1
14305	0
15109	0
13934	0
14311	0
11773	1
15017	0
14811	0
15188	0
14755	0
13897	0
14890	0
14112	0
14085	0
15241	0
13924	0
14837	0
13559	0
14745	0
15379	0
15592	0
13751	0
15014	0
14195	0
14880	1
14565	0
14388	0
15287	1
15630	7
14750	0
14788	2
14404	0
14993	1
13987	0
13565	2
14506	0
14426	4
14243	1
15386	1
14169	0
14417	0
14595	0
15409	0
14259	1
13806	0
13744	0
14362	0
14749	0
14605	1
13853	0
14904	0
14421	0
14095	0
15477	1
14166	0
15553	0
14949	1
15367	0
15158	1
14211	0
14187	1
14699	0
14876	0
15210	4
14005	0
15352	6
14052	0
15626	0
14878	1
14051	0
14205	1
13589	0
13501	1
15232	1
15048	1
15349	2
13577	0
14694	0
15256	0
15178	6
15486	0
14492	0
15046	1
15482	0
15573	0
14920	0
14759	0
13766	0
14330	1
14500	1
15371	0
15190	1
14158	0
14722	0
14155	0
15604	0
15631	1
14471	9
14247	1
14265	0
15341	0
14884	1
13484	2
13698	0
15156	3
15030	0
14273	1
14503	1
14597	0
13703	1
13677	0
14026	1
13931	0
15097	0
14879	1
14777	9
14063	1
13957	0
13982	0
14992	0
14794	0
15532	0
15562	0
13731	1
14499	1
15137	10
13854	0
13820	8
14908	0
14278	0
14003	1
14490	1
15419	0
14285	0
14406	1
15037	0
13919	1
15031	1
15404	6
14785	0
15129	1
14519	0
14840	0
14556	0
13955	0
15146	2
14333	2
15018	0
13912	8
14236	2
14043	2
13978	0
14207	0
14810	0
13576	0
14543	0
13807	0
14832	0
15307	0
15475	0
15501	1
14507	0
15251	1
14998	0
14481	0
15429	0
13724	0
14238	1
13544	1
14310	1
15401	1
14286	10
15123	0
15301	0
13905	0
13601	0
14447	0
15224	0
13973	3
15354	2
15356	0
14394	0
14148	0
15189	0
15554	0
15505	0
14885	0
14454	0
14718	1
13999	1
14297	0
14116	3
13475	0
14776	10
15347	1
14947	0
15360	0
15539	0
14863	1
14270	0
13561	0
15191	2
14644	0
13591	0
14119	0
14664	1
15370	1
15164	0
15564	0
15138	0
15591	1
15487	0
15159	1
14408	0
15534	0
14896	0
14498	1
15544	1
15402	0
13913	0
15266	0
13720	0
15141	0
15207	0
15570	0
13936	0
14452	0
14135	0
15533	0
14836	0
15292	0
14164	1
13943	0
14144	0
15291	0
14258	0
14737	0
15383	0
13784	0
15130	0
13827	1
15206	0
14727	0
15606	0
14427	0
14624	0
14544	2
14859	1
13608	0
14668	0
13745	0
14620	1
14514	6
14954	1
14960	0
13794	0
14927	0
13823	2
14123	0
13747	0
14145	0
13600	1
15271	0
15416	0
14021	5
14128	0
14742	0
15492	0
14576	0
15004	0
15204	0
13921	0
14222	0
14839	1
15525	1
15418	0
15095	0
14855	0
14306	0
14940	3
15242	0
13687	1
14795	1
15399	0
13038	0
15205	0
14596	1
14835	1
15494	0
15512	0
15579	1
15096	0
13771	0
13765	0
14328	2
13557	1
13468	0
15263	0
