13058	0
323	0
8069	0
4887	0
7968	0
5608	0
13244	0
756	0
4358	0
2048	0
160	0
13833	0
13548	1
937	0
6907	0
4879	0
312	0
12773	1
7182	0
959	0
12721	0
1350	0
4809	2
2028	0
13682	0
8629	0
8005	0
2318	0
15453	0
11189	0
2258	0
683	0
1823	0
773	0
2281	0
329	0
527	0
1185	0
1130	0
247	0
514	0
3131	0
3984	0
12944	0
772	1
408	0
648	0
567	0
542	0
356	0
968	0
1013	0
2724	0
4181	0
7390	0
6360	3
8838	0
6408	0
537	0
288	0
13420	0
2208	0
2594	0
239	0
7293	0
746	0
806	10
7511	0
333	1
13087	0
12945	1
11208	1
779	0
7563	0
6612	0
3734	0
12418	1
339	0
6842	1
596	0
539	0
7	0
998	0
1213	0
13132	0
13619	3
3584	0
12070	1
1038	0
4720	0
8221	0
1612	0
691	0
11314	0
212	0
8085	0
8119	0
3335	0
285	0
8118	0
11399	0
396	0
999	0
11770	0
8310	0
35	2
385	1
245	0
6641	0
3892	0
1279	0
700	0
3251	0
1820	10
3304	0
114	0
442	0
2714	0
11627	0
13303	1
1201	0
374	1
13052	0
6089	0
7506	0
6931	0
51	0
6277	0
13283	0
11855	1
429	0
74	0
5659	0
2298	0
3919	1
1027	1
423	0
6871	1
1118	0
8371	0
8172	0
690	0
11899	1
10371	0
12924	1
7923	1
5321	0
8259	0
787	0
150	0
3428	1
1892	1
10408	0
65	0
15133	0
7888	1
6234	0
228	1
741	0
1314	0
14225	0
938	1
8778	0
659	0
303	0
1755	0
6652	0
276	0
3455	1
11989	3
13130	0
8537	0
512	0
2964	0
1177	0
785	0
1313	0
8737	0
13013	2
1924	2
9576	2
6646	0
1488	0
9438	4
13136	4
2943	0
1052	0
319	0
11960	0
14174	1
554	0
4858	0
12587	0
99	0
11931	0
4190	0
14511	1
1333	0
5632	0
1315	2
740	0
1741	0
13855	0
95	0
118	0
368	0
7259	1
86	0
208	1
4080	0
409	0
13469	0
497	0
568	2
8470	0
763	0
4291	1
535	1
11294	0
15319	0
13138	0
7872	0
986	1
12104	0
1575	0
503	0
3198	3
12411	0
997	0
720	0
216	0
655	0
1135	0
783	0
6146	3
466	0
751	0
6556	0
11066	1
8611	1
11072	0
5237	0
10348	0
426	0
384	0
5410	0
304	0
12801	0
1949	0
4433	0
14114	1
10185	0
2734	0
1337	0
780	0
5439	0
4411	0
4177	0
3221	1
1180	0
498	0
12556	0
1783	1
6537	0
8846	0
1500	0
11552	0
4555	0
1199	0
3192	0
599	0
4926	1
7668	0
548	0
8557	0
379	0
8989	0
3935	0
1202	0
581	0
10413	0
201	1
10533	0
2139	1
246	0
9442	0
13352	2
20	0
2131	0
3050	0
679	0
3527	0
1204	1
651	0
4069	0
2205	1
7258	1
948	1
1899	0
12057	1
14920	0
1454	0
287	0
10731	0
5778	0
1053	0
4275	0
52	0
1281	0
377	0
8152	0
1714	3
4028	0
401	0
58	0
11021	0
677	0
4088	1
7376	0
2881	1
489	2
445	0
6730	6
14167	0
2592	0
7618	0
206	0
1375	0
1212	0
1446	0
1678	1
13260	0
1467	0
10945	1
1731	1
528	0
6473	0
12748	0
3468	0
128	0
9691	0
12751	0
1161	0
230	0
2815	0
13477	0
9151	0
1614	0
15645	0
7669	0
2758	0
348	0
181	0
608	0
6657	0
14984	0
923	0
1866	1
910	1
370	0
8045	0
513	0
11191	0
9107	1
211	0
1361	0
12627	0
621	0
11711	10
186	0
214	0
3180	2
320	0
2836	0
463	0
3281	1
1779	0
810	0
10209	0
12017	0
954	0
12486	0
3581	0
667	0
681	0
2816	1
671	0
724	0
13310	5
98	0
2166	1
975	0
12120	0
1084	0
495	0
10332	0
1419	0
934	0
182	0
695	0
10787	0
7665	1
8987	1
10276	0
104	0
11709	1
1047	0
129	0
939	1
100	2
649	0
1701	2
440	1
11747	0
200	0
4850	0
11777	1
10903	1
2450	0
1143	0
11882	1
134	0
6267	0
627	9
4372	0
546	0
1140	1
509	0
13900	1
1465	0
14036	0
2624	0
12755	0
421	0
2093	1
3632	1
11761	0
13068	0
279	0
8130	0
13226	0
5011	0
69	1
582	0
2128	1
357	0
642	0
3731	0
2393	0
5690	0
12052	1
7540	0
57	0
258	0
1519	3
3693	1
31	0
669	0
4130	0
4875	0
9802	1
1442	0
14070	0
3228	0
6173	1
435	0
1067	0
179	0
9196	0
943	0
462	0
412	0
6932	0
809	0
10877	1
1690	0
73	1
834	0
2013	0
979	1
11416	0
1576	0
224	0
13229	2
5447	0
10889	0
1770	5
215	0
341	0
11577	1
351	2
8227	0
1255	0
14474	0
12079	1
315	0
961	0
4588	0
13443	0
6645	0
340	0
336	0
438	0
5469	0
1063	0
10423	0
4787	0
551	0
93	0
1216	2
9512	0
14064	0
4306	1
636	0
3341	0
12148	0
390	0
13305	0
261	0
574	0
1560	0
9622	0
3115	0
6831	0
9734	0
1435	1
1014	1
6939	0
736	0
13431	1
6519	0
620	0
6998	1
1277	0
6603	0
229	0
825	0
769	0
5276	0
1436	0
1424	0
14940	3
15175	0
1026	0
8621	0
1106	0
1307	0
195	0
13395	4
11115	2
8805	0
976	0
516	0
8995	2
9033	0
13193	0
14731	1
263	0
7489	1
4586	0
2019	0
1028	0
951	0
7595	0
486	0
310	0
674	0
11580	1
8071	0
